Name,Sex,Count,MaleCount,FemaleCount
Ludwig,M,863,863,0
Ludwika,F,5,0,5
Ludwin,M,17,17,0
Lue,F,4097,77,4020
Luecile,F,5,0,5
Luella,F,20143,0,20143
Luetta,F,383,0,383
Luevenia,F,43,0,43
Lugarda,F,16,0,16
Lugardita,F,5,0,5
Lugene,F,153,57,96
Lugenia,F,87,0,87
Luigi,M,2222,2222,0
Luis,M,267625,266935,690
Luisa,F,9082,0,9082
Luisalberto,M,103,103,0
Luisalfredo,M,17,17,0
Luisana,F,311,0,311
Luisangel,M,723,723,0
Luisantonio,M,54,54,0
Luisdavid,M,5,5,0
Luise,F,38,0,38
Luiseduardo,M,6,6,0
Luisenrique,M,116,116,0
Luisfelipe,M,10,10,0
Luisfernando,M,76,76,0
Luisgustavo,M,6,6,0
Luismanuel,M,16,16,0
Luismario,M,14,14,0
Luismiguel,M,32,32,0
Luiz,M,1556,1556,0
Luiza,F,223,0,223
Lujain,F,33,0,33
Lujean,F,5,0,5
Luka,M,5050,5026,24
Lukah,M,28,28,0
Lukas,M,30067,30060,7
Lukasz,M,202,202,0
Luke,M,257169,257136,33
Luken,M,5,5,0
Lukus,M,26,26,0
Lula,F,52535,10,52525
Lulabelle,F,6,0,6
Lular,F,23,0,23
Lulu,F,2121,0,2121
Luma,F,5,0,5
Lumen,F,20,0,20
Lumi,F,6,0,6
Lumir,M,74,74,0
Lun,F,5,0,5
Luna,F,24182,0,24182
Lunabella,F,5,0,5
Lunabelle,F,6,0,6
Lunden,F,12,5,7
Lundon,F,5,0,5
Lundy,M,10,10,0
Lundyn,F,216,0,216
Lunette,F,16,0,16
Lunna,F,21,0,21
Lupe,F,21533,4847,16686
Lupie,F,6,0,6
Lupita,F,3948,0,3948
Luqman,M,126,126,0
Lura,F,3390,0,3390
Lurdes,F,106,0,106
Lurene,F,37,0,37
Luretha,F,32,0,32
Lurlean,F,5,0,5
Lurleen,F,5,0,5
Lurlene,F,124,0,124
Lurline,F,683,0,683
Lus,F,129,0,129
Lusero,F,34,0,34
Lusia,F,35,0,35
Lusiano,M,13,13,0
Lusine,F,72,0,72
Luster,M,177,177,0
Luther,M,53643,53638,5
Lutrelle,F,5,0,5
Lutricia,F,51,0,51
Luvender,M,5,5,0
Luvenia,F,1448,0,1448
Luvern,M,40,40,0
Luverne,U,1133,766,367
Luvina,F,7,0,7
Luvinia,F,5,0,5
Luwana,F,6,0,6
Luwanda,F,5,0,5
Lux,F,383,30,353
Luxe,F,6,0,6
Luz,F,23272,335,22937
Luzelena,F,87,0,87
Luzer,M,14,14,0
Luzia,F,5,0,5
Luzmaria,F,294,0,294
Ly,F,57,13,44
Lya,F,223,0,223
Lyah,F,26,0,26
Lyall,M,10,10,0
Lyam,M,316,316,0
Lyan,M,27,27,0
Lyana,F,61,0,61
Lyann,F,21,0,21
Lyanna,F,651,0,651
Lyanne,F,175,0,175
Lyasia,F,5,0,5
Lyda,F,1044,0,1044
Lydell,M,283,283,0
Lydia,F,146189,28,146161
Lydiann,F,39,0,39
Lydie,F,10,0,10
Lyfe,M,5,5,0
Lyla,F,24699,0,24699
Lylah,F,3771,0,3771
Lyle,M,51434,51411,23
Lylia,F,6,0,6
Lyliana,F,25,0,25
Lyllian,F,16,0,16
Lyly,F,5,0,5
Lyman,M,3292,3292,0
Lyn,F,4492,178,4314
Lyna,F,103,0,103
Lynae,F,72,0,72
Lynanne,F,6,0,6
Lyncoln,M,5,5,0
Lynda,F,74350,0,74350
Lyndal,M,6,6,0
Lyndall,M,5,5,0
Lyndee,F,78,0,78
Lyndel,M,5,5,0
Lyndell,M,272,245,27
Lynden,U,45,32,13
Lyndi,F,223,0,223
Lyndia,F,167,0,167
Lyndie,F,5,0,5
Lyndle,M,16,16,0
Lyndon,M,4352,4345,7
Lyndsay,F,4712,0,4712
Lyndsee,F,12,0,12
Lyndsey,F,12270,0,12270
Lyndsi,F,171,0,171
Lyndsie,F,286,0,286
Lyndsy,F,28,0,28
Lynea,F,5,0,5
Lynee,F,5,0,5
Lynell,F,431,26,405
Lynelle,F,386,0,386
Lynetta,F,166,0,166
Lynette,F,38772,0,38772
Lynford,M,6,6,0
Lyniah,F,6,0,6
Lynix,F,5,0,5
Lynlee,F,454,0,454
Lynleigh,F,28,0,28
Lynley,F,33,0,33
Lynn,F,225663,47595,178068
Lynna,F,202,0,202
Lynnae,F,75,0,75
Lynnann,F,5,0,5
Lynnda,F,72,0,72
Lynne,F,58732,10,58722
Lynnea,F,82,0,82
Lynnel,F,7,0,7
Lynnell,F,17,0,17
Lynnett,F,5,0,5
Lynnetta,F,10,0,10
Lynnette,F,11663,0,11663
Lynnex,F,5,0,5
Lynnlee,F,136,0,136
Lynnleigh,F,5,0,5
Lynnmarie,F,18,0,18
Lynnox,F,17,0,17
Lynnsey,F,15,0,15
Lynsey,F,2911,0,2911
Lynsie,F,100,0,100
Lynwood,M,2165,2165,0
Lynzee,F,41,0,41
Lynzi,F,17,0,17
Lynzie,F,22,0,22
Lyon,M,73,73,0
Lyra,F,2121,0,2121
Lyric,F,16347,2157,14190
Lyrica,F,59,0,59
Lyrical,F,10,0,10
Lyrik,F,320,95,225
Lyriq,F,100,0,100
Lysa,F,37,0,37
Lysander,M,57,57,0
Lysandra,F,27,0,27
Lysette,F,258,0,258
Lysle,M,11,11,0
Lyssa,F,160,0,160
Lytzy,F,5,0,5
Lyvia,F,5,0,5
Lyza,F,17,0,17
Lyzeth,F,5,0,5
Lyzette,F,69,0,69
Ma,F,153,0,153
Maahi,F,53,0,53
Maahir,M,5,5,0
Maalik,M,26,26,0
Maaliyah,F,10,0,10
Maame,F,5,0,5
Maanvi,F,18,0,18
Maanya,F,45,0,45
Maayan,F,141,0,141
Maaz,M,77,77,0
Mabel,F,73703,0,73703
Mabell,F,62,0,62
Mabelle,F,69,0,69
Mable,F,39990,0,39990
Mabry,F,336,0,336
Mac,M,3710,3710,0
Macady,F,11,0,11
Macaela,F,27,0,27
Macala,F,5,0,5
Macallan,M,11,11,0
Macarena,F,12,0,12
Macaria,F,85,0,85
Macario,M,1501,1501,0
Macarthur,M,173,173,0
Macaulay,M,16,16,0
Macayla,F,858,0,858
Mace,M,122,122,0
Macedonio,M,56,56,0
Macee,F,500,0,500
Macel,F,308,0,308
Macen,M,50,50,0
Macenzie,F,5,0,5
Maceo,M,431,431,0
Macey,F,8779,0,8779
Machai,M,10,10,0
Machele,F,16,0,16
Machell,F,10,0,10
Machelle,F,1290,0,1290
Machi,M,15,15,0
Maci,F,15609,0,15609
Maciah,M,5,5,0
Macie,F,15590,0,15590
Maciej,M,102,102,0
Maciel,F,31,0,31
Macil,F,87,0,87
Mack,M,29948,29948,0
Mackay,M,12,12,0
Mackayla,F,238,0,238
Mackenna,F,1678,0,1678
Mackensie,F,64,0,64
Mackenson,M,5,5,0
Mackenzee,F,81,0,81
Mackenzi,F,605,9,596
Mackenzie,F,129155,5442,123713
Mackenzy,F,140,0,140
Mackey,M,15,15,0
Mackie,F,67,35,32
Mackinzie,F,80,0,80
Macklin,M,207,207,0
Macklyn,F,5,0,5
Mackson,M,5,5,0
Mackynzie,F,17,0,17
Maclain,M,10,10,0
Maclean,M,5,5,0
Maclin,M,5,5,0
Maclovia,F,10,0,10
Maclovio,M,5,5,0
Macon,M,352,347,5
Macrina,F,10,0,10
Macsen,M,16,16,0
Macy,F,26575,13,26562
Macyn,F,104,0,104
Mada,F,11,0,11
Madai,F,161,0,161
Madailein,F,6,0,6
Madaleine,F,5,0,5
Madalena,F,30,0,30
Madalene,F,102,0,102
Madalin,F,12,0,12
Madaline,F,1251,0,1251
Madalyn,F,17427,0,17427
Madalyne,F,61,0,61
Madalynn,F,6350,0,6350
Madalynne,F,33,0,33
Madasyn,F,5,0,5
Maday,F,6,0,6
Maddalena,F,121,0,121
Maddalyn,F,61,0,61
Maddax,M,21,21,0
Maddelyn,F,52,0,52
Madden,M,4352,4174,178
Maddex,M,474,474,0
Maddi,F,5,0,5
Maddie,F,2096,0,2096
Maddilyn,F,176,0,176
Maddilynn,F,100,0,100
Maddisen,F,20,0,20
Maddison,F,17530,0,17530
Maddisyn,F,220,0,220
Maddix,M,656,650,6
Maddon,M,37,37,0
Maddox,M,29962,29549,413
Maddux,M,1598,1593,5
Maddy,F,43,0,43
Maddyn,F,99,0,99
Maddyson,F,153,0,153
Madeira,F,5,0,5
Madelaine,F,929,0,929
Madelein,F,18,0,18
Madeleine,F,34337,8,34329
Madelena,F,5,0,5
Madelene,F,357,0,357
Madeley,F,5,0,5
Madeleyn,F,38,0,38
Madeliene,F,11,0,11
Madelin,F,1031,0,1031
Madeline,F,174397,30,174367
Madelis,F,6,0,6
Madell,F,7,0,7
Madelon,F,284,0,284
Madelyn,F,82892,9,82883
Madelyne,F,1036,0,1036
Madelynn,F,12521,0,12521
Madelynne,F,451,0,451
Madge,F,7590,0,7590
Madgeline,F,5,0,5
Madgie,F,45,0,45
Madhav,M,59,59,0
Madie,F,1373,0,1373
Madigan,F,97,0,97
Madiha,F,16,0,16
Madilyn,F,15401,0,15401
Madilynn,F,6567,0,6567
Madilynne,F,37,0,37
Madina,F,312,0,312
Madisen,F,3475,0,3475
Madison,F,376575,3203,373372
Madissen,F,5,0,5
Madisson,F,300,0,300
Madisyn,F,13945,0,13945
Madisynn,F,11,0,11
Madix,M,52,52,0
Madlyn,F,319,0,319
Madoc,M,5,5,0
Madolyn,F,133,0,133
Madonna,F,6089,0,6089
Madox,M,14,14,0
Madylin,F,44,0,44
Madysen,F,1351,0,1351
Madysin,F,7,0,7
Madyson,F,11327,0,11327
Mae,F,76802,11,76791
Maebell,F,192,0,192
Maebelle,F,75,0,75
Maebry,F,24,0,24
Maedell,F,32,0,32
Maedelle,F,5,0,5
Maegan,F,7036,0,7036
Maegen,F,132,0,132
Maeghan,F,119,0,119
Mael,M,56,56,0
Maela,F,5,0,5
Maelani,F,32,0,32
Maelee,F,186,0,186
Maeleigh,F,83,0,83
Maeli,F,5,0,5
Maelie,F,21,0,21
Maelle,F,26,0,26
Maelyn,F,310,0,310
Maelynn,F,394,0,394
Maeson,M,49,44,5
Maesyn,F,14,0,14
Maeva,F,37,0,37
Maeve,F,9788,0,9788
Mafalda,F,861,0,861
Magaby,F,52,0,52
Magalene,F,37,0,37
Magali,F,2222,0,2222
Magalie,F,41,0,41
Magaline,F,29,0,29
Magalis,F,5,0,5
Magally,F,25,0,25
Magaly,F,3532,0,3532
Magan,F,1406,0,1406
Magda,F,1539,0,1539
Magdala,F,17,0,17
Magdalen,F,608,0,608
Magdalena,F,12894,0,12894
Magdalene,F,3964,0,3964
Magdaleno,M,400,400,0
Magdaline,F,96,0,96
Magdalyn,F,6,0,6
Magdelena,F,10,0,10
Magdelene,F,5,0,5
Magdiel,M,70,70,0
Magen,F,1803,0,1803
Maggi,F,10,0,10
Maggie,F,87282,15,87267
Maggy,F,12,0,12
Maghan,F,16,0,16
Magnolia,F,5975,0,5975
Magnus,M,1896,1896,0
Maguadalupe,F,11,0,11
Maguire,M,6,6,0
Maha,F,616,0,616
Mahad,M,135,135,0
Mahala,F,256,0,256
Mahaley,F,5,0,5
Mahalia,F,242,0,242
Maham,F,17,0,17
Mahamadou,M,231,231,0
Mahamed,M,45,45,0
Mahari,F,11,0,11
Mahathi,F,27,0,27
Mahati,F,5,0,5
Mahayla,F,67,0,67
Mahdi,M,811,811,0
Mahdiya,F,16,0,16
Mahealani,F,302,0,302
Maheen,F,106,0,106
Mahek,F,85,0,85
Mahendra,M,6,6,0
Maher,M,106,106,0
Mahesh,M,5,5,0
Mahi,F,468,0,468
Mahika,F,87,0,87
Mahima,F,60,0,60
Mahin,M,5,5,0
Mahina,F,234,0,234
Mahir,M,239,239,0
Mahira,F,97,0,97
Mahiyah,F,14,0,14
Mahjabeen,F,5,0,5
Mahkai,M,15,15,0
Mahki,M,201,201,0
Mahlia,F,42,0,42
Mahlik,M,10,10,0
Mahlon,M,1708,1708,0
Mahmoud,M,1144,1144,0
Mahmud,M,5,5,0
Mahnoor,F,247,0,247
Mahogany,F,1907,0,1907
Mahreen,F,11,0,11
Mahrosh,F,5,0,5
Mahsa,F,6,0,6
Mahum,F,16,0,16
Mai,F,3245,5,3240
Maia,F,10472,0,10472
Maiah,F,209,0,209
Maida,F,380,0,380
Maie,F,5,0,5
Maigan,F,11,0,11
Maija,F,137,0,137
Maika,U,92,63,29
Maikel,M,39,39,0
Maikol,M,22,22,0
Maila,F,48,0,48
Mailani,F,49,0,49
Maile,F,2166,0,2166
Mailee,F,51,0,51
Mailen,F,116,0,116
Mailey,F,42,0,42
Maili,F,32,0,32
Mailin,F,6,0,6
Maille,F,10,0,10
Maily,F,116,0,116
Mailyn,F,217,0,217
Maimouna,F,192,0,192
Maimuna,F,29,0,29
Mainor,M,6,6,0
Maiquel,F,6,0,6
Maira,F,4367,5,4362
Mairani,F,6,0,6
Mairany,F,16,0,16
Maire,F,5,0,5
Mairead,F,473,0,473
Mairim,F,10,0,10
Mairin,F,39,0,39
Mairyn,F,27,0,27
Maisee,F,7,0,7
Maisey,F,16,0,16
Maisha,F,719,0,719
Maisie,F,2813,0,2813
Maison,M,1816,1788,28
Maisy,F,889,0,889
Maisyn,F,147,0,147
Maite,F,2020,0,2020
Maitland,M,5,5,0
Maiya,F,2175,0,2175
Maiyah,F,16,0,16
Maiyer,F,8,0,8
Maizee,F,6,0,6
Maizen,M,5,5,0
Maizey,F,16,0,16
Maizie,F,203,0,203
Maizy,F,165,0,165
Maja,F,463,0,463
Majd,M,36,36,0
Majed,M,5,5,0
Majel,F,10,0,10
Majerle,F,5,0,5
Majestic,F,5,0,5
Majesty,F,407,24,383
Majid,M,11,11,0
Major,M,10847,10847,0
Majorie,F,47,0,47
Makaela,F,1136,0,1136
Makai,M,3962,3962,0
Makaila,F,3197,0,3197
Makailah,F,81,0,81
Makailyn,F,5,0,5
Makaio,M,273,273,0
Makaiya,F,20,0,20
Makala,F,2004,0,2004
Makalah,F,123,0,123
Makalia,F,10,0,10
Makalyn,F,10,0,10
Makalynn,F,5,0,5
Makamae,F,10,0,10
Makana,M,294,272,22
Makani,M,36,36,0
Makar,M,14,14,0
Makari,M,86,86,0
Makay,M,5,5,0
Makaya,F,92,0,92
Makayla,F,100162,20,100142
Makaylah,F,1847,0,1847
Makaylee,F,384,0,384
Makaylie,F,5,0,5
Makaylin,F,6,0,6
Makeba,F,188,0,188
Makeda,F,470,0,470
Makel,M,74,74,0
Makell,F,57,6,51
Makelle,F,22,0,22
Makena,F,4320,5,4315
Makenah,F,16,0,16
Makenize,F,5,0,5
Makenlee,F,11,0,11
Makenlie,F,5,0,5
Makenna,F,26877,0,26877
Makennah,F,42,0,42
Makensie,F,22,0,22
Makenzee,F,103,0,103
Makenzi,F,1841,0,1841
Makenzie,F,38249,10,38239
Makenzy,F,325,0,325
Makesha,F,72,0,72
Makeyla,F,61,0,61
Makhai,M,118,118,0
Makhi,M,2394,2394,0
Makhia,F,230,0,230
Maki,U,20,15,5
Makia,F,115,0,115
Makiah,F,805,0,805
Makinlee,F,5,0,5
Makinley,F,654,0,654
Makinna,F,16,0,16
Makinsey,F,15,0,15
Makinzie,F,88,0,88
Makisha,F,42,0,42
Makiya,F,1762,0,1762
Makiyah,F,2090,0,2090
Makoa,M,387,387,0
Makoto,M,128,128,0
Maks,M,10,10,0
Maksim,M,1293,1293,0
Maksym,M,107,107,0
Maksymilian,M,137,137,0
Makua,M,5,5,0
Makya,F,236,0,236
Makyah,F,27,0,27
Makye,M,10,10,0
Makyia,F,5,0,5
Makyla,F,1066,0,1066
Makylah,F,23,0,23
Makynlee,F,85,0,85
Makynli,F,18,0,18
Makynna,F,25,0,25
Makynzee,F,10,0,10
Makynzi,F,6,0,6
Makynzie,F,186,0,186
Mala,F,16,0,16
Malaak,F,15,0,15
Malacai,M,5,5,0
Malachai,M,170,170,0
Malachi,M,43562,43557,5
Malachy,M,58,58,0
Malai,F,5,0,5
Malaia,F,10,0,10
Malaika,F,675,0,675
Malaina,F,62,0,62
Malaiya,F,12,0,12
Malajah,F,5,0,5
Malak,F,1964,0,1964
Malakai,M,6039,6039,0
Malakhai,M,12,12,0
Malakhi,M,783,783,0
Malaki,M,2388,2388,0
Malakye,M,21,21,0
Malana,F,116,0,116
Malani,F,936,0,936
Malania,F,10,0,10
Malanie,F,50,0,50
Malarie,F,61,0,61
Malasia,F,53,0,53
Malaya,F,4236,0,4236
Malayah,F,1526,0,1526
Malayjah,F,10,0,10
Malayna,F,241,0,241
Malaysha,F,30,0,30
Malayshia,F,15,0,15
Malaysia,F,6437,0,6437
Malcolm,M,56152,56152,0
Malcom,M,1650,1650,0
Male,M,1355,1355,0
Malea,F,407,0,407
Maleah,F,5623,0,5623
Maleeha,F,5,0,5
Maleek,M,610,610,0
Maleeka,F,10,0,10
Maleena,F,108,0,108
Maleia,F,80,0,80
Maleiah,F,11,0,11
Maleigh,F,5,0,5
Maleigha,F,308,0,308
Maleik,M,20,20,0
Malek,M,1010,1010,0
Maleka,F,11,0,11
Maleko,M,5,5,0
Malena,F,1350,0,1350
Maleni,F,64,0,64
Maleny,F,189,0,189
Malerie,F,246,0,246
Maleya,F,35,0,35
Maleyah,F,62,0,62
Malgorzata,F,21,0,21
Mali,F,154,0,154
Malia,F,20115,0,20115
Maliah,F,2712,0,2712
Malibu,F,6,0,6
Malichi,M,11,11,0
Malick,M,63,63,0
Malie,F,73,0,73
Maliek,M,204,204,0
Maliha,F,428,0,428
Malik,M,41611,41605,6
Malika,F,2494,0,2494
Malikah,F,199,0,199
Malikai,M,269,269,0
Malike,M,11,11,0
Malikhi,M,5,5,0
Maliki,M,122,122,0
Malillany,F,49,0,49
Malin,F,75,0,75
Malina,F,1697,0,1697
Malinda,F,14711,0,14711
Malini,F,5,0,5
Maliq,M,57,57,0
Malique,M,766,766,0
Malisa,F,644,0,644
Malisha,F,16,0,16
Malissa,F,4781,0,4781
Malissia,F,5,0,5
Malissie,F,5,0,5
Maliya,F,910,0,910
Maliyah,F,9609,0,9609
Malka,F,4149,0,4149
Malke,F,30,0,30
Malkie,F,54,0,54
Malky,F,1705,0,1705
Mallary,F,47,0,47
Mallie,F,712,10,702
Mallika,F,21,0,21
Mallori,F,338,0,338
Mallorie,F,2195,0,2195
Mallory,F,52384,40,52344
Malo,M,6,6,0
Malone,F,8,0,8
Maloni,F,12,0,12
Maloree,F,10,0,10
Malori,F,93,0,93
Malorie,F,1666,0,1666
Malory,F,215,0,215
Malosi,M,5,5,0
Malta,F,17,0,17
Malvern,M,6,6,0
Malvery,F,11,0,11
Malvin,M,458,458,0
Malvina,F,270,0,270
Maly,F,37,0,37
Malya,F,5,0,5
Malyk,M,5,5,0
Malyn,F,5,0,5
Malynda,F,23,0,23
Malyssa,F,36,0,36
Mama,F,10,0,10
Mamadi,M,5,5,0
Mamadou,M,892,892,0
Mamady,M,5,5,0
Mame,F,94,0,94
Mamie,F,47244,0,47244
Mammie,F,956,0,956
Mamon,M,6,6,0
Mamoru,M,116,116,0
Mamye,F,5,0,5
Man,F,37,20,17
Mana,F,105,16,89
Manaal,F,6,0,6
Manabu,M,6,6,0
Manahil,F,31,0,31
Manaia,F,40,0,40
Manal,F,223,0,223
Manar,F,121,0,121
Manas,M,17,17,0
Manasa,F,17,0,17
Manases,M,12,12,0
Manasi,F,24,0,24
Manasvi,F,36,0,36
Manav,M,225,225,0
Manda,F,529,0,529
Mandalyn,F,5,0,5
Mandee,F,135,0,135
Mandeep,F,132,69,63
Mandel,M,5,5,0
Mandela,M,10,10,0
Mandi,F,7711,0,7711
Mandie,F,812,0,812
Mandisa,F,49,0,49
Mandy,F,36886,6,36880
Mane,F,32,0,32
Maneh,F,55,0,55
Manessa,F,7,0,7
Manette,F,5,0,5
Manford,M,156,156,0
Manfred,M,175,175,0
Manha,F,391,0,391
Maniah,F,11,0,11
Manish,M,50,50,0
Manisha,F,129,0,129
Maniya,F,47,0,47
Maniyah,F,121,0,121
Manjot,U,69,48,21
Mankirat,M,5,5,0
Manley,M,285,285,0
Manly,M,24,24,0
Manmeet,F,5,0,5
Mannat,F,157,0,157
Mannie,M,118,101,17
Manning,M,234,234,0
Mannix,M,26,26,0
Manny,M,1798,1798,0
Manoah,M,6,6,0
Manoj,M,5,5,0
Manolo,M,291,291,0
Manon,F,65,0,65
Manpreet,F,243,77,166
Manraj,M,121,121,0
Manreet,F,58,0,58
Manrique,M,5,5,0
Mansa,M,7,7,0
Mansfield,M,5,5,0
Mansi,F,105,0,105
Mansirat,F,5,0,5
Mansoor,M,5,5,0
Mansour,M,6,6,0
Mantas,M,5,5,0
Mantej,M,5,5,0
Manu,M,36,36,0
Manual,M,38,38,0
Manuel,M,176479,176059,420
Manuela,F,7775,5,7770
Manuelita,F,396,0,396
Manuelito,M,6,6,0
Manuella,F,34,0,34
Manveer,M,65,65,0
Manvi,F,5,0,5
Manvir,M,52,42,10
Manya,F,107,0,107
Mao,F,83,0,83
Maor,M,6,6,0
Maple,F,532,0,532
Mar,F,15,0,15
Mara,F,16198,0,16198
Maragret,F,5,0,5
Marah,F,613,0,613
Maral,F,82,0,82
Maralee,F,51,0,51
Maralyn,F,159,0,159
Maram,F,236,0,236
Maranda,F,9055,0,9055
Maraya,F,131,0,131
Marayah,F,31,0,31
Marbella,F,1043,0,1043
Marc,M,136407,136396,11
Marcanthony,M,684,684,0
Marcea,F,5,0,5
Marcedes,F,5,0,5
Marcee,F,17,0,17
Marceil,F,26,0,26
Marcel,M,12774,12747,27
Marcela,F,6004,0,6004
Marcelene,F,5,0,5
Marcelina,F,1488,0,1488
Marceline,F,1242,0,1242
Marcelino,M,4407,4407,0
Marcell,M,1725,1681,44
Marcella,F,56488,0,56488
Marcelle,F,1847,10,1837
Marcellina,F,5,0,5
Marcelline,F,67,0,67
Marcellino,M,6,6,0
Marcello,M,3050,3050,0
Marcellous,M,20,20,0
Marcellus,M,3031,3031,0
Marcelo,M,6848,6848,0
Marcelus,M,10,10,0
Marcelyn,F,15,0,15
Marcene,F,111,0,111
Marcey,F,135,0,135
Marche,F,10,0,10
Marchelle,F,147,0,147
Marchello,M,112,112,0
Marcheta,F,48,0,48
Marci,F,11023,0,11023
Marcia,F,128644,0,128644
Marcial,M,794,794,0
Marciana,F,6,0,6
Marciano,M,187,187,0
Marcie,F,11585,0,11585
Marcile,F,92,0,92
Marcille,F,56,0,56
Marcin,M,194,194,0
Marcine,F,21,0,21
Marcio,M,16,16,0
Marcjacob,M,5,5,0
Marck,M,122,122,0
Marco,M,66826,66787,39
Marcoantonio,M,914,914,0
Marcos,M,46039,46027,12
Marcua,M,5,5,0
Marcus,M,225308,225082,226
Marcuz,M,5,5,0
Marcy,F,17807,6,17801
Mardel,F,5,0,5
Mardell,F,544,0,544
Mardella,F,15,0,15
Mardelle,F,176,0,176
Mardi,F,70,0,70
Mardochee,M,5,5,0
Mare,M,5,5,0
Marea,F,5,0,5
Mareco,M,7,7,0
Mareena,F,19,0,19
Marek,M,1156,1156,0
Mareli,F,680,0,680
Marelie,F,6,0,6
Marelin,F,29,0,29
Marelly,F,9,0,9
Marely,F,2043,0,2043
Marelyn,F,188,0,188
Maren,F,5010,0,5010
Marena,F,137,0,137
Marene,F,5,0,5
Mareo,M,5,5,0
Maresa,F,22,0,22
Maressa,F,10,0,10
Maretta,F,5,0,5
Marfa,F,5,0,5
Margaree,F,101,0,101
Margaret,F,1129354,760,1128594
Margaretann,F,21,0,21
Margarete,F,244,0,244
Margaretmary,F,12,0,12
Margarett,F,2281,0,2281
Margaretta,F,691,0,691
Margarette,F,2736,0,2736
Margarit,F,5,0,5
Margarita,F,35008,32,34976
Margarite,F,155,0,155
Margarito,M,3752,3752,0
Margaux,F,1115,0,1115
Marge,F,1648,0,1648
Margeaux,F,32,0,32
Margene,F,371,0,371
Margeret,F,10,0,10
Margert,F,20,0,20
Margery,F,11487,0,11487
Marget,F,20,0,20
Margherita,F,303,0,303
Margia,F,5,0,5
Margie,F,99350,0,99350
Margit,F,11,0,11
Margo,F,18749,0,18749
Margorie,F,7,0,7
Margot,F,8287,0,8287
Margree,F,12,0,12
Margret,F,4432,0,4432
Margrett,F,212,0,212
Margretta,F,26,0,26
Margrette,F,65,0,65
Marguarite,F,5,0,5
Marguerita,F,90,0,90
Marguerite,F,73762,0,73762
Margueritte,F,74,0,74
Marguis,M,7,7,0
Marguita,F,143,0,143
Margulia,F,5,0,5
Margurette,F,10,0,10
Margurite,F,153,0,153
Margy,F,157,0,157
Mari,F,10529,0,10529
Maria,F,535284,2731,532553
Mariaangelica,F,5,0,5
Mariabelen,F,6,0,6
Mariaceleste,F,15,0,15
Mariaclara,F,70,0,70
Mariacristina,F,5,0,5
Mariade,F,25,0,25
Mariadejesus,F,320,0,320
Mariadel,F,10,0,10
Mariadelaluz,F,18,0,18
Mariadelcarmen,F,229,0,229
Mariadelosang,F,54,0,54
Mariadelosangel,F,5,0,5
Mariadelourdes,F,11,0,11
Mariaeduard,F,11,0,11
Mariaeduarda,F,125,0,125
Mariaelena,F,915,0,915
Mariaemilia,F,5,0,5
Mariaesther,F,5,0,5
Mariafernanda,F,604,0,604
Mariaguadalupe,F,421,0,421
Mariah,F,104326,7,104319
Mariaisabel,F,203,0,203
Mariajose,F,1273,0,1273
Mariali,F,6,0,6
Marializ,F,40,0,40
Marialuisa,F,198,0,198
Marialuiza,F,17,0,17
Marialy,F,8,0,8
Mariam,F,10378,0,10378
Mariama,F,754,0,754
Mariamawit,F,10,0,10
Mariame,F,49,0,49
Marian,F,129293,59,129234
Mariana,F,33103,10,33093
Mariane,F,22,0,22
Marianela,F,92,0,92
Mariangel,F,108,0,108
Mariangela,F,29,0,29
Mariann,F,4167,0,4167
Marianna,F,10827,0,10827
Marianne,F,59712,0,59712
Marianny,F,25,0,25
Mariano,M,5942,5942,0
Mariapaula,F,5,0,5
Mariateresa,F,51,0,51
Mariatheresa,F,5,0,5
Maribel,F,21517,73,21444
Maribell,F,143,0,143
Maribella,F,177,0,177
Maribelle,F,202,0,202
Maribeth,F,3392,0,3392
Marica,F,23,0,23
Maricar,F,7,0,7
Maricarmen,F,574,0,574
Marice,F,11,6,5
Maricel,F,82,0,82
Maricela,F,10924,5,10919
Maricelda,F,16,0,16
Maricella,F,936,0,936
Marico,M,87,87,0
Maricris,F,5,0,5
Maricruz,F,2043,0,2043
Maricsa,F,11,0,11
Maricus,M,10,10,0
Maridee,F,5,0,5
Marie,F,463434,183,463251
Mariel,F,3858,0,3858
Mariela,F,8766,5,8761
Mariele,F,5,0,5
Marielena,F,607,0,607
Marieli,F,17,0,17
Marielis,F,15,0,15
Mariella,F,1812,0,1812
Marielle,F,1954,0,1954
Mariellen,F,207,0,207
Mariely,F,355,0,355
Marielys,F,43,0,43
Mariem,F,5,0,5
Marieme,F,5,0,5
Marietta,F,9147,0,9147
Mariette,F,17,0,17
Marifer,F,116,0,116
Marigny,F,16,0,16
Marigold,F,115,0,115
Mariha,F,10,0,10
Marija,F,12,0,12
Marijane,F,138,0,138
Marijo,F,214,0,214
Marijose,F,32,0,32
Marika,F,527,0,527
Marikay,F,12,0,12
Mariko,F,438,0,438
Marilee,F,3926,0,3926
Marilena,F,46,0,46
Marili,F,58,0,58
Marilin,F,192,0,192
Marillyn,F,61,0,61
Marilou,F,1333,0,1333
Marilouise,F,13,0,13
Marilu,F,945,0,945
Mariluz,F,28,0,28
Marily,F,213,0,213
Marilyn,F,367450,95,367355
Marilyne,F,5,0,5
Marilynn,F,9321,0,9321
Marilynne,F,134,0,134
Marimar,F,151,0,151
Marin,F,3319,119,3200
Marina,F,31364,0,31364
Marinda,F,65,0,65
Marine,F,151,0,151
Marinell,F,7,0,7
Marines,F,6,0,6
