Name,USA,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
Abby,54612,1352,26,602,839,3208,766,451,25,10,1655,1779,5,377,2642,1774,1674,1018,1045,1326,302,542,737,1771,2250,691,1699,170,743,150,186,824,120,2765,1653,373,3124,935,474,2561,105,675,464,1700,4007,994,31,869,799,386,1839,99
Abbye,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Abbygail,1979,31,0,45,44,431,0,0,0,0,117,109,0,0,61,35,0,0,60,53,0,0,0,52,26,24,63,0,0,0,0,0,0,64,67,0,77,32,13,27,0,39,0,78,380,24,0,0,27,0,0,0
Abbygale,112,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,68,0,0,0,0,0,6,0
Abbygayle,18,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
Abcde,230,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0
Abdalla,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdallah,347,0,0,0,0,40,0,0,0,0,15,0,0,0,65,0,0,0,0,5,0,0,0,19,11,0,0,0,0,0,0,18,0,91,0,0,43,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
Abdel,44,0,0,5,0,14,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
Abdelrahman,78,0,0,0,0,11,0,0,0,0,11,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdi,16,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Abdias,140,0,0,0,0,42,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0
Abdiaziz,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdiel,3102,0,0,170,0,637,63,13,0,7,315,78,0,0,92,0,0,6,0,0,0,17,67,6,0,0,0,0,0,0,0,127,37,230,70,0,0,5,17,110,0,5,0,19,974,0,0,11,20,0,6,0
Abdifatah,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdihafid,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdikadir,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdimalik,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdinasir,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdiqani,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdirahim,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdirahman,1086,0,0,11,0,38,11,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,6,0,728,0,5,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,16,0,0,0,0,78,0,0,0
Abdirizak,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdishakur,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdon,28,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
Abdou,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdoul,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdoulaye,320,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,17,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
Abdoulie,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdul,3999,10,0,0,0,440,0,5,0,47,144,77,0,0,190,0,0,0,0,17,0,207,21,134,0,0,7,0,0,0,0,547,0,1197,34,0,55,0,0,446,0,10,0,10,191,0,0,204,6,0,0,0
Abdulahi,187,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
Abdulai,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdulaziz,326,0,0,0,0,77,0,0,0,0,22,0,0,0,0,11,0,0,0,0,0,6,0,16,0,0,6,0,0,0,0,0,0,51,0,0,31,0,5,22,0,0,0,0,47,0,0,27,5,0,0,0
Abdulla,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdullah,5149,11,0,16,0,652,42,48,0,0,215,109,0,0,391,23,0,7,6,18,0,160,85,340,44,0,45,0,0,0,0,419,0,989,82,0,217,6,6,292,0,5,0,24,537,0,0,269,79,5,7,0
Abdullahi,805,0,0,0,0,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,483,0,11,0,5,0,0,0,0,6,0,0,155,0,0,0,0,0,0,10,0,0,0,0,88,0,0,0
Abdulmalik,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,6,0,0,0,5,0,0,0
Abdulrahman,997,0,0,0,0,214,0,0,0,0,21,15,0,0,82,0,0,0,0,0,0,16,10,114,48,0,5,0,0,0,0,23,0,154,0,0,60,0,0,20,0,0,0,5,144,0,0,53,13,0,0,0
Abdur,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Abdurahman,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdurrahman,124,0,0,0,0,36,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,17,0,0,0,0,20,0,0,0,0,0,0,0
Abe,3970,185,0,0,5,113,10,0,0,0,23,127,0,0,216,11,18,15,36,170,0,0,5,31,17,182,23,0,0,0,0,185,6,1684,16,0,234,5,0,268,0,28,0,70,271,0,0,11,0,5,0,0
Abeeha,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abeer,32,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abegail,37,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Abel,46278,215,48,1795,274,12102,926,108,18,40,1410,734,89,139,1831,556,281,341,312,307,123,317,347,775,407,120,473,57,174,425,73,419,1036,1596,798,67,708,420,482,591,29,216,78,520,12276,197,25,502,867,151,437,46
Abelardo,3138,0,0,142,0,900,0,0,0,0,16,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,2014,0,0,0,0,0,0,0
Abelina,108,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0
Abelino,266,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0
Abella,263,0,0,5,0,120,0,0,0,0,27,6,0,0,5,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,13,0,0,0,5,0,0,0,0,0,0,61,0,0,5,0,0,0,0
Abena,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Abenezer,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Abeni,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
Aberdeen,16,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Abhay,200,0,0,0,0,115,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,10,5,0,0,0,0,0,0,0,0,0,23,0,0,8,5,0,0,0
Abhi,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhijot,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhimanyu,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhinav,929,0,0,0,0,328,0,0,0,0,11,18,0,0,69,0,0,0,0,0,0,18,11,56,6,0,0,0,0,0,0,151,0,27,5,0,5,0,0,22,0,0,0,0,135,0,0,56,11,0,0,0
Abhiram,334,0,0,0,0,135,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,77,0,6,0,0,0,0,0,0,0,0,0,0,56,0,0,32,0,0,0,0
Abhishek,213,0,0,0,0,98,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,41,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
Abi,16,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Abid,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abie,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abiel,498,0,0,0,0,126,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,39,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0
Abigael,486,0,0,0,0,87,0,0,0,0,89,5,0,0,41,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,7,0,83,0,0,12,0,0,22,0,0,0,0,99,0,0,5,6,0,0,0
Abigaelle,68,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abigail,353323,4421,815,5990,3033,34531,5766,4419,1064,900,15060,10369,768,1874,16344,10404,4481,4068,5751,4118,2294,6402,9789,11770,7654,2061,8762,1011,2365,1979,2246,8645,1635,19356,10462,962,17050,4146,4195,16253,1367,4268,955,8113,32421,4591,962,9785,7090,2504,7515,539
Abigaile,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
Abigal,39,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0
Abigale,3758,37,0,54,42,356,66,11,0,0,231,135,0,20,162,131,20,40,93,30,0,17,71,172,71,0,164,0,6,5,0,32,0,187,152,0,241,56,24,209,0,35,0,138,393,53,0,87,107,10,95,5
Abigayl,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abigayle,4260,80,0,60,24,326,82,5,0,0,240,160,0,0,199,172,36,22,156,66,22,79,76,183,47,18,168,0,5,6,5,49,0,146,145,0,233,111,56,234,5,59,0,152,452,68,0,122,82,12,92,5
Abiha,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abilene,301,0,0,0,0,145,11,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0
Abimael,375,0,0,5,0,196,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,31,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0
Abiola,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abir,59,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abisai,392,0,0,0,0,226,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0
Able,101,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,40,0,0,0,0,0,0,0
Abner,3581,55,0,23,11,842,21,0,0,0,213,146,0,0,73,11,0,0,27,36,0,55,54,0,12,13,0,0,0,0,0,43,5,464,155,0,11,0,0,421,0,5,0,35,749,0,0,67,29,0,5,0
Abou,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aboubacar,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aboubakar,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abra,72,0,0,0,0,31,0,0,0,0,5,0,0,0,11,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
Abraham,81412,978,60,2190,267,17757,1052,500,16,145,2869,1630,743,174,2877,845,386,406,236,664,71,644,1294,1390,749,517,448,26,251,578,40,2172,538,15868,1274,11,1163,418,699,2071,105,1845,30,486,11377,536,10,1011,1126,50,814,5
Abrahan,390,0,0,0,0,325,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0
Abrahim,51,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,34,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Abrahm,53,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
Abram,11922,133,0,355,76,1575,184,5,0,0,349,371,7,53,444,403,174,170,216,313,48,63,72,325,185,50,235,0,67,29,11,95,123,429,390,27,472,130,150,878,0,85,14,309,2016,186,0,190,223,66,226,0
Abran,1014,0,0,25,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0
Abrar,175,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Abreanna,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abree,78,0,0,0,6,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0
Abrham,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abri,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Abria,121,0,0,0,0,0,0,0,0,0,5,20,0,0,28,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,10,23,0,0,0,0,5,0,5,0,0,10,0,0,5,0,0,0,0
Abrian,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
Abriana,1058,0,0,49,0,258,23,0,0,0,102,10,0,0,48,10,0,6,0,0,0,0,5,23,6,0,15,0,0,5,0,5,16,77,17,0,22,0,0,51,0,5,0,0,290,0,0,5,5,0,5,0
Abrianna,2506,5,0,150,0,377,60,0,0,0,271,110,0,0,113,57,0,26,16,21,0,6,25,36,19,10,40,0,0,10,0,24,64,177,45,0,134,16,10,113,0,15,0,27,447,5,0,38,11,0,28,0
Abrie,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
Abriel,53,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,27,0,0,0,0,0,0,0
Abriella,610,0,0,23,0,100,18,0,0,0,65,0,0,0,27,41,0,0,5,0,0,0,0,29,5,0,10,0,0,0,0,0,5,44,5,0,30,0,5,45,0,0,0,0,127,0,0,11,15,0,0,0
Abrielle,2363,20,0,94,0,293,50,5,0,0,178,89,0,0,111,76,5,15,19,42,0,25,24,116,30,10,41,0,0,0,0,33,10,157,80,0,119,6,0,159,0,15,0,42,378,8,0,55,43,0,15,0
Abril,6320,11,0,402,0,2020,155,0,0,0,213,202,0,0,400,32,6,14,0,0,0,10,0,6,22,0,0,0,0,93,0,96,45,193,221,0,15,25,99,10,0,18,0,34,1773,37,0,36,111,0,21,0
Abrina,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abrish,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abron,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Absidy,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Abu,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abubakar,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,78,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abubakr,78,0,0,0,0,23,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abundio,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0
Aby,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abyan,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Abygail,1296,0,0,44,0,361,16,0,0,0,119,14,0,0,63,21,0,0,19,6,0,0,0,15,17,0,17,0,0,0,0,5,0,60,32,0,32,19,0,44,0,5,0,18,337,6,0,18,8,0,0,0
Abygale,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Acacia,1453,0,0,54,0,548,74,0,0,0,33,24,6,0,6,17,0,10,0,0,0,0,5,29,14,0,0,0,0,0,0,0,8,50,11,0,75,0,86,68,0,0,0,10,179,30,0,5,93,0,18,0
Acadia,71,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,5,0,0,0,0,0,0,0,0,5,0,19,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ace,6881,97,5,138,91,1269,97,21,0,12,361,278,45,35,196,147,55,95,99,173,0,102,48,186,53,78,139,5,27,92,0,73,19,221,159,0,245,180,61,215,0,69,0,150,1053,130,0,107,124,31,100,0
Acelin,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acelyn,48,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,37,0,0,0,0,0,0,0
Acelynn,159,0,0,0,0,26,0,0,0,0,0,5,0,0,5,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,11,78,0,0,0,0,0,0,0
